113.00,64.00,60.00
114.00,65.00,59.00
115.00,65.00,59.00
116.00,66.00,59.00
117.00,67.00,59.00
118.00,67.00,58.00
119.00,68.00,58.00
120.00,69.00,58.00
121.00,69.00,57.00
122.00,70.00,57.00
123.00,70.00,57.00
124.00,71.00,56.00
125.00,71.00,56.00
126.00,72.00,56.00
127.00,72.00,55.00
128.00,72.00,55.00
129.00,73.00,55.00
130.00,73.00,55.00
131.00,73.00,55.00
132.00,74.00,54.00
133.00,74.00,54.00
134.00,74.00,54.00
135.00,74.00,54.00
136.00,75.00,54.00
137.00,75.00,54.00
138.00,75.00,54.00
139.00,75.00,53.00
140.00,76.00,53.00
141.00,76.00,53.00
142.00,76.00,53.00
143.00,76.00,53.00
144.00,77.00,52.00
145.00,77.00,52.00
146.00,77.00,52.00
147.00,77.00,52.00
148.00,78.00,52.00
149.00,78.00,52.00
150.00,78.00,52.00
151.00,78.00,51.00
152.00,79.00,51.00
153.00,79.00,51.00
154.00,79.00,51.00
155.00,79.00,51.00
156.00,80.00,51.00
157.00,80.00,51.00
158.00,80.00,51.00
159.00,81.00,51.00
160.00,81.00,51.00
161.00,82.00,51.00
162.00,82.00,51.00
163.00,83.00,51.00
164.00,84.00,51.00
165.00,84.00,51.00
166.00,85.00,51.00
167.00,86.00,51.00
168.00,87.00,51.00
169.00,87.00,51.00
170.00,88.00,52.00
171.00,89.00,52.00
172.00,91.00,53.00
173.00,92.00,53.00
174.00,93.00,54.00
175.00,94.00,54.00
176.00,95.00,55.00
177.00,97.00,56.00
178.00,97.00,56.00
179.00,98.00,56.00
180.00,99.00,57.00
181.00,100.00,57.00
182.00,100.00,57.00
183.00,101.00,57.00
184.00,102.00,58.00
185.00,102.00,58.00
186.00,103.00,58.00
187.00,103.00,58.00
188.00,104.00,58.00
189.00,104.00,58.00
190.00,104.00,58.00
191.00,105.00,58.00
192.00,105.00,58.00
193.00,106.00,58.00
194.00,106.00,58.00
195.00,107.00,58.00
196.00,107.00,58.00
197.00,108.00,58.00
198.00,109.00,58.00
199.00,109.00,58.00
200.00,110.00,58.00
201.00,111.00,58.00
202.00,112.00,58.00
203.00,112.00,58.00
204.00,113.00,58.00
205.00,114.00,58.00
206.00,114.00,58.00
207.00,115.00,58.00
208.00,115.00,58.00
209.00,116.00,58.00
210.00,116.00,58.00
211.00,116.00,58.00
212.00,117.00,58.00
213.00,117.00,58.00
214.00,117.00,58.00
215.00,118.00,58.00
216.00,118.00,58.00
217.00,118.00,58.00
218.00,118.00,58.00
219.00,118.00,58.00
220.00,119.00,58.00
221.00,119.00,58.00
222.00,119.00,58.00
223.00,119.00,59.00
224.00,120.00,59.00
225.00,120.00,59.00
226.00,120.00,59.00
227.00,120.00,59.00
228.00,120.00,59.00
229.00,121.00,59.00
230.00,121.00,59.00
231.00,121.00,59.00
232.00,122.00,59.00
233.00,122.00,59.00
234.00,122.00,59.00
235.00,122.00,59.00
236.00,123.00,59.00
237.00,123.00,59.00
238.00,124.00,59.00
239.00,124.00,59.00
240.00,125.00,59.00
241.00,126.00,59.00
242.00,126.00,59.00
243.00,127.00,59.00
244.00,128.00,59.00
245.00,129.00,59.00
246.00,130.00,59.00
247.00,132.00,58.00
248.00,134.00,58.00
249.00,135.00,58.00
250.00,137.00,57.00
251.00,138.00,57.00
252.00,139.00,57.00
253.00,139.00,57.00
254.00,140.00,57.00
255.00,141.00,57.00
256.00,141.00,56.00
257.00,141.00,56.00
258.00,142.00,56.00
259.00,142.00,56.00
260.00,142.00,56.00
261.00,143.00,56.00
262.00,143.00,56.00
263.00,143.00,55.00
264.00,144.00,55.00
265.00,144.00,55.00
266.00,144.00,55.00
267.00,144.00,55.00
268.00,144.00,55.00
269.00,145.00,55.00
270.00,145.00,55.00
271.00,145.00,55.00
272.00,145.00,54.00
273.00,145.00,54.00
274.00,145.00,54.00
275.00,146.00,54.00
276.00,146.00,54.00
277.00,146.00,54.00
278.00,146.00,54.00
279.00,146.00,54.00
280.00,147.00,54.00
281.00,147.00,54.00
282.00,147.00,54.00
283.00,147.00,54.00
284.00,147.00,54.00
285.00,147.00,54.00
286.00,148.00,54.00
287.00,148.00,54.00
288.00,148.00,54.00
289.00,148.00,54.00
290.00,148.00,54.00
291.00,148.00,54.00
292.00,149.00,54.00
293.00,149.00,54.00
294.00,149.00,53.00
295.00,149.00,53.00
296.00,149.00,53.00
297.00,150.00,53.00
298.00,150.00,53.00
299.00,150.00,53.00
300.00,151.00,52.00
301.00,151.00,52.00
302.00,151.00,52.00
303.00,152.00,51.00
304.00,152.00,51.00
305.00,152.00,50.00
306.00,153.00,50.00
307.00,153.00,49.00
308.00,154.00,49.00
309.00,154.00,49.00
310.00,155.00,48.00
311.00,156.00,48.00
312.00,156.00,48.00
313.00,157.00,48.00
314.00,158.00,48.00
315.00,159.00,48.00
316.00,160.00,48.00
317.00,161.00,48.00
318.00,162.00,48.00
319.00,162.00,48.00
320.00,163.00,48.00
321.00,164.00,48.00
322.00,165.00,49.00
323.00,166.00,49.00
324.00,166.00,49.00
325.00,167.00,50.00
326.00,168.00,50.00
327.00,169.00,50.00
328.00,170.00,50.00
329.00,170.00,50.00
330.00,171.00,50.00
331.00,171.00,51.00
332.00,171.00,51.00
333.00,172.00,51.00
334.00,172.00,51.00
335.00,173.00,51.00
336.00,173.00,51.00
337.00,173.00,51.00
338.00,174.00,51.00
339.00,174.00,51.00
340.00,174.00,51.00
341.00,175.00,51.00
342.00,175.00,51.00
343.00,175.00,51.00
344.00,176.00,51.00
345.00,176.00,51.00
346.00,176.00,51.00
347.00,176.00,51.00
348.00,176.00,51.00
349.00,176.00,51.00
350.00,177.00,51.00
351.00,177.00,51.00
352.00,177.00,51.00
353.00,177.00,51.00
354.00,177.00,51.00
355.00,177.00,51.00
356.00,177.00,51.00
357.00,178.00,51.00
358.00,178.00,51.00
359.00,178.00,51.00
360.00,178.00,51.00
361.00,178.00,51.00
362.00,178.00,51.00
363.00,178.00,51.00
364.00,179.00,51.00
365.00,179.00,51.00
366.00,179.00,51.00
367.00,179.00,51.00
368.00,180.00,51.00
369.00,180.00,51.00
370.00,181.00,51.00
